0	0.681935	2.709138	6.026312	10.542974	16.135922	22.652593	29.915229	37.725726	45.871033	54.128967	62.274274	70.084771	77.347408	83.864078	89.457026	93.973688	97.290862	99.318065	100	0	-8.22973	-16.234973	-23.79737	-30.710635	-36.786196	-41.858325	-45.788666	-48.470013	-49.829225	-49.829225	-48.470013	-45.788666	-41.858324	-36.786196	-30.710635	-23.797369	-16.234972	-8.229729	0	2.313027	-0.432687	0.746537	1.271884	1.251766	0.839514	0.212636	-0.450039	-0.990768	-1.292331	-1.292331	-0.990768	-0.450039	0.212637	0.839514	1.251766	1.271884	0.746537	-0.432687	-2.313027
0	0.695574	2.763321	6.146839	10.753833	16.45864	23.105645	30.513534	38.48024	46.788454	55.211547	63.51976	71.486467	78.894356	85.54136	91.246166	95.853162	99.23668	101.304426	102	0	-8.394324	-16.559673	-24.273317	-31.324847	-37.52192	-42.695491	-46.70444	-49.439414	-50.825809	-50.825809	-49.439414	-46.70444	-42.69549	-37.52192	-31.324848	-24.273317	-16.559672	-8.394324	0	2.417218	-0.458128	0.771445	1.320575	1.301983	0.875132	0.224644	-0.463473	-1.025141	-1.338427	-1.338427	-1.025141	-0.463473	0.224644	0.875132	1.301983	1.320575	0.771445	-0.458128	-2.417218
0	0.709212	2.817503	6.267365	10.964693	16.781358	23.558697	31.111838	39.234755	47.705874	56.294126	64.765245	72.888162	80.441304	87.218641	93.035307	97.732635	101.182497	103.290788	104	0	-8.558919	-16.884372	-24.749265	-31.93906	-38.257643	-43.532658	-47.620213	-50.408814	-51.822394	-51.822394	-50.408814	-47.620213	-43.532657	-38.257644	-31.939061	-24.749264	-16.884371	-8.558919	0	2.523487	-0.484084	0.79684	1.370226	1.353194	0.911457	0.236894	-0.477168	-1.060187	-1.385428	-1.385428	-1.060187	-0.477168	0.236894	0.911457	1.353194	1.370226	0.796839	-0.484084	-2.523487
0	0.722851	2.871686	6.387891	11.175552	17.104077	24.011749	31.710143	39.989269	48.623295	57.376705	66.010731	74.289858	81.988252	88.895923	94.824447	99.612109	103.128314	105.277149	106	0	-8.723513	-17.209072	-25.225212	-32.553273	-38.993367	-44.369824	-48.535986	-51.378214	-52.818978	-52.818978	-51.378214	-48.535986	-44.369823	-38.993368	-32.553274	-25.225211	-17.209071	-8.723513	0	2.631832	-0.510553	0.822721	1.420838	1.405399	0.948489	0.249386	-0.491122	-1.095907	-1.433335	-1.433335	-1.095907	-0.491122	0.249386	0.948489	1.405399	1.420838	0.82272	-0.510553	-2.631832
0	0.73649	2.925869	6.508417	11.386412	17.426795	24.464801	32.308447	40.743784	49.540716	58.459285	67.256216	75.691553	83.5352	90.573204	96.613588	101.491583	105.074131	107.26351	108	0	-8.888108	-17.533771	-25.701159	-33.167486	-39.729091	-45.206991	-49.45176	-52.347614	-53.815563	-53.815563	-52.347614	-49.45176	-45.20699	-39.729092	-33.167486	-25.701159	-17.53377	-8.888108	0	2.742252	-0.537534	0.849089	1.472411	1.458597	0.986229	0.26212	-0.505337	-1.132301	-1.482147	-1.482147	-1.132301	-0.505337	0.26212	0.986228	1.458597	1.472411	0.849089	-0.537534	-2.742252
0	0.750128	2.980052	6.628944	11.597271	17.749514	24.917852	32.906752	41.498298	50.458136	59.541864	68.501702	77.093248	85.082149	92.250486	98.402728	103.371057	107.019949	109.249872	110	0	-9.052702	-17.858471	-26.177107	-33.781698	-40.464815	-46.044157	-50.367533	-53.317015	-54.812147	-54.812147	-53.317015	-50.367533	-46.044156	-40.464816	-33.781699	-26.177106	-17.85847	-9.052702	0	2.854748	-0.565029	0.875945	1.524945	1.51279	1.024675	0.275095	-0.519814	-1.169369	-1.531865	-1.531865	-1.169369	-0.519814	0.275095	1.024675	1.51279	1.524945	0.875945	-0.565029	-2.854748
0	0.763767	3.034234	6.74947	11.808131	18.072232	25.370904	33.505056	42.252813	51.375557	60.624443	69.747187	78.494944	86.629097	93.927768	100.191869	105.25053	108.965766	111.236233	112	0	-9.217297	-18.18317	-26.653054	-34.395911	-41.200539	-46.881324	-51.283306	-54.286415	-55.808732	-55.808732	-54.286415	-51.283306	-46.881323	-41.200539	-34.395912	-26.653054	-18.183169	-9.217297	0	2.969317	-0.593035	0.903288	1.578441	1.567977	1.063829	0.288311	-0.534551	-1.207113	-1.582489	-1.582489	-1.207113	-0.534551	0.288311	1.063829	1.567977	1.578441	0.903288	-0.593035	-2.969317
0	0.777406	3.088417	6.869996	12.01899	18.394951	25.823956	34.103361	43.007327	52.292978	61.707023	70.992673	79.896639	88.176045	95.605049	101.981009	107.130004	110.911583	113.222594	114	0	-9.381892	-18.50787	-27.129001	-35.010124	-41.936263	-47.71849	-52.19908	-55.255815	-56.805316	-56.805316	-55.255815	-52.19908	-47.718489	-41.936263	-35.010124	-27.129001	-18.507868	-9.381891	0	3.085961	-0.621553	0.93112	1.632898	1.624158	1.10369	0.301769	-0.549549	-1.245531	-1.63402	-1.63402	-1.245531	-0.549549	0.301769	1.10369	1.624157	1.632898	0.931119	-0.621554	-3.085961
0	0.791044	3.1426	6.990522	12.22985	18.717669	26.277008	34.701666	43.761842	53.210398	62.789602	72.238158	81.298335	89.722993	97.282331	103.77015	109.009478	112.8574	115.208956	116	0	-9.546486	-18.832569	-27.604949	-35.624336	-42.671987	-48.555656	-53.114853	-56.225215	-57.801901	-57.801901	-56.225215	-53.114853	-48.555656	-42.671987	-35.624337	-27.604948	-18.832568	-9.546486	0	3.204679	-0.650583	0.959439	1.688317	1.681332	1.144258	0.315468	-0.564809	-1.284624	-1.686459	-1.686459	-1.284624	-0.564809	0.315468	1.144258	1.681332	1.688317	0.959439	-0.650583	-3.204679
0	0.804683	3.196783	7.111049	12.440709	19.040387	26.73006	35.29997	44.516356	54.127819	63.872181	73.483644	82.70003	91.269941	98.959612	105.55929	110.888952	114.803218	117.195317	118	0	-9.711081	-19.157269	-28.080896	-36.238549	-43.407711	-49.392823	-54.030626	-57.194616	-58.798485	-58.798485	-57.194616	-54.030626	-49.392822	-43.407711	-36.23855	-28.080896	-19.157267	-9.711081	0	3.325469	-0.680124	0.988247	1.744698	1.739501	1.185532	0.329407	-0.580331	-1.324393	-1.739804	-1.739804	-1.324393	-0.580331	0.329407	1.185532	1.739501	1.744698	0.988247	-0.680124	-3.325469
